Year,Month,Day,Max (°F),Min (°F),Max (°C),Min (°C)
1850,10,1,NA,NA,NA,NA
1850,10,2,NA,NA,NA,NA
1850,10,3,NA,NA,NA,NA
1850,10,4,NA,NA,NA,NA
1850,10,5,NA,NA,NA,NA
1850,10,6,NA,NA,NA,NA
1850,10,7,NA,NA,NA,NA
1850,10,8,NA,NA,NA,NA
1850,10,9,NA,NA,NA,NA
1850,10,10,NA,NA,NA,NA
1850,10,11,NA,NA,NA,NA
1850,10,12,NA,NA,NA,NA
1850,10,13,NA,NA,NA,NA
1850,10,14,NA,NA,NA,NA
1850,10,15,NA,NA,NA,NA
1850,10,16,NA,NA,NA,NA
1850,10,17,NA,NA,NA,NA
1850,10,18,NA,NA,NA,NA
1850,10,19,61,54.8,16.1,12.7
1850,10,20,58,53.2,14.4,11.8
1850,10,21,55,46.8,12.8,8.2
1850,10,22,52,39,11.1,3.9
1850,10,23,55,45.6,12.8,7.6
1850,10,24,48,46,8.9,7.8
1850,10,25,49,39.4,9.4,4.1
1850,10,26,47,40.8,8.3,4.9
1850,10,27,52,40.8,11.1,4.9
1850,10,28,53,46,11.7,7.8
1850,10,29,49,44,9.4,6.7
1850,10,30,56,46.4,13.3,8
1850,10,31,NA,53.4,NA,11.9
1850,11,1,NA,55,NA,12.8
1850,11,2,NA,51.4,NA,10.8
1850,11,3,57,50,13.9,10
1850,11,4,56.5,48,13.6,8.9
1850,11,5,56,47.8,13.3,8.8
1850,11,6,55.5,47.8,13.1,8.8
1850,11,7,53.8,52,12.1,11.1
1850,11,8,56,48.5,13.3,9.2
1850,11,9,58,49,14.4,9.4
1850,11,10,58.5,50,14.7,10
1850,11,11,57.5,52,14.2,11.1
1850,11,12,61,53.4,16.1,11.9
1850,11,13,57,54.8,13.9,12.7
1850,11,14,56.5,52,13.6,11.1
1850,11,15,57,52,13.9,11.1
1850,11,16,55.5,49,13.1,9.4
1850,11,17,52,44,11.1,6.7
1850,11,18,56.2,55.8,13.4,13.2
1850,11,19,58.5,47,14.7,8.3
1850,11,20,50,45,10,7.2
1850,11,21,50,47,10,8.3
1850,11,22,56,49,13.3,9.4
1850,11,23,56,47.4,13.3,8.6
1850,11,24,57.5,47,14.2,8.3
1850,11,25,56,46.8,13.3,8.2
1850,11,26,47.4,44,8.6,6.7
1850,11,27,47.4,40,8.6,4.4
1850,11,28,42.8,30.2,6,-1
1850,11,29,49,40.4,9.4,4.7
1850,11,30,50,46,10,7.8
1850,12,1,53.5,42.5,11.9,5.8
1850,12,2,55,52.4,12.8,11.3
1850,12,3,55.4,52,13,11.1
1850,12,4,56,50,13.3,10
1850,12,5,57,51.8,13.9,11
1850,12,6,56,48,13.3,8.9
1850,12,7,52.4,46,11.3,7.8
1850,12,8,53,47.8,11.7,8.8
1850,12,9,52,49,11.1,9.4
1850,12,10,56,49,13.3,9.4
1850,12,11,52.4,51,11.3,10.6
1850,12,12,52.5,45,11.4,7.2
1850,12,13,52.4,46.4,11.3,8
1850,12,14,50.2,41,10.1,5
1850,12,15,43,41,6.1,5
1850,12,16,48,41.4,8.9,5.2
1850,12,17,45.8,38,7.7,3.3
1850,12,18,46,41,7.8,5
1850,12,19,45.5,39.5,7.5,4.2
1850,12,20,42.4,29.8,5.8,-1.2
1850,12,21,51,49,10.6,9.4
1850,12,22,45.4,37,7.4,2.8
1850,12,23,48,45,8.9,7.2
1850,12,24,49,46,9.4,7.8
1850,12,25,51,43.8,10.6,6.6
1850,12,26,49,46,9.4,7.8
1850,12,27,51,47.8,10.6,8.8
1850,12,28,52,44.4,11.1,6.9
1850,12,29,51.2,48,10.7,8.9
1850,12,30,53,49.4,11.7,9.7
1850,12,31,56,55,13.3,12.8
1851,1,1,56,49.4,13.3,9.7
1851,1,2,56,44,13.3,6.7
1851,1,3,47,32.8,8.3,0.4
1851,1,4,50,36,10,2.2
1851,1,5,48,35,8.9,1.7
1851,1,6,45,40,7.2,4.4
1851,1,7,49,41.4,9.4,5.2
1851,1,8,46,37.8,7.8,3.2
1851,1,9,43.8,39.8,6.6,4.3
1851,1,10,56.2,43,13.4,6.1
1851,1,11,56,52,13.3,11.1
1851,1,12,59,44,15,6.7
1851,1,13,52,44.8,11.1,7.1
1851,1,14,51,46,10.6,7.8
1851,1,15,NA,NA,NA,NA
1851,1,16,NA,NA,NA,NA
1851,1,17,55,41,12.8,5
1851,1,18,46.8,41.6,8.2,5.3
1851,1,19,52.4,47,11.3,8.3
1851,1,20,52.6,47.2,11.4,8.4
1851,1,21,53.8,37,12.1,2.8
1851,1,22,42,37.4,5.6,3
1851,1,23,49.8,40,9.9,4.4
1851,1,24,50.8,46.4,10.4,8
1851,1,25,48,37.2,8.9,2.9
1851,1,26,46.6,37,8.1,2.8
1851,1,27,44.8,36.6,7.1,2.6
1851,1,28,49.6,42.4,9.8,5.8
1851,1,29,53.4,44,11.9,6.7
1851,1,30,51.2,37.8,10.7,3.2
1851,1,31,45,37,7.2,2.8
1851,2,1,46.2,37.8,7.9,3.2
1851,2,2,45.6,35.6,7.6,2
1851,2,3,46.8,36.6,8.2,2.6
1851,2,4,44,33.6,6.7,0.9
1851,2,5,53.4,38.4,11.9,3.6
1851,2,6,49.6,37.8,9.8,3.2
1851,2,7,50.8,40,10.4,4.4
1851,2,8,52.2,47.2,11.2,8.4
1851,2,9,51.4,44.2,10.8,6.8
1851,2,10,52.6,48.8,11.4,9.3
1851,2,11,52.6,49.4,11.4,9.7
1851,2,12,51,45.6,10.6,7.6
1851,2,13,50.2,45.8,10.1,7.7
1851,2,14,50.2,43.4,10.1,6.3
1851,2,15,50.2,44.6,10.1,7
1851,2,16,50,45.2,10,7.3
1851,2,17,51.2,45.6,10.7,7.6
1851,2,18,52.6,46.2,11.4,7.9
1851,2,19,53.4,51.4,11.9,10.8
1851,2,20,50.4,43.6,10.2,6.4
1851,2,21,46.6,32.8,8.1,0.4
1851,2,22,45,34.4,7.2,1.3
1851,2,23,48.8,44.6,9.3,7
1851,2,24,50.4,44.6,10.2,7
1851,2,25,51.6,47,10.9,8.3
1851,2,26,49,44.5,9.4,6.9
1851,2,27,48.6,39,9.2,3.9
1851,2,28,44.6,36.4,7,2.4
1851,3,1,44.2,36.4,6.8,2.4
1851,3,2,43.5,37.6,6.4,3.1
1851,3,3,47.8,40.6,8.8,4.8
1851,3,4,49.8,44,9.9,6.7
1851,3,5,51.6,47.8,10.9,8.8
1851,3,6,50.6,42.2,10.3,5.7
1851,3,7,49,35.8,9.4,2.1
1851,3,8,49.8,39.2,9.9,4
1851,3,9,51,42.2,10.6,5.7
1851,3,10,47.6,37.4,8.7,3
1851,3,11,46.5,37.8,8.1,3.2
1851,3,12,52.6,44.2,11.4,6.8
1851,3,13,47.5,41.4,8.6,5.2
1851,3,14,47.8,37,8.8,2.8
1851,3,15,49.5,41.2,9.7,5.1
1851,3,16,50.8,44.2,10.4,6.8
1851,3,17,51.2,45.8,10.7,7.7
1851,3,18,52.4,46.4,11.3,8
1851,3,19,51,45.2,10.6,7.3
1851,3,20,53.4,44,11.9,6.7
1851,3,21,47.2,46.2,8.4,7.9
1851,3,22,44.5,40,6.9,4.4
1851,3,23,51.4,40,10.8,4.4
1851,3,24,52.4,45.5,11.3,7.5
1851,3,25,53.4,48.2,11.9,9
1851,3,26,53,41.2,11.7,5.1
1851,3,27,52.2,43.6,11.2,6.4
1851,3,28,48.4,44.6,9.1,7
1851,3,29,51.2,44.8,10.7,7.1
1851,3,30,49,44.4,9.4,6.9
1851,3,31,49.4,38.2,9.7,3.4
1851,4,1,49,43,9.4,6.1
1851,4,2,50.8,46.2,10.4,7.9
1851,4,3,50.6,49.2,10.3,9.6
1851,4,4,50.4,47.2,10.2,8.4
1851,4,5,50.2,46.6,10.1,8.1
1851,4,6,48.4,43.8,9.1,6.6
1851,4,7,49,42.4,9.4,5.8
1851,4,8,48.6,42,9.2,5.6
1851,4,9,48.6,42,9.2,5.6
1851,4,10,54.6,39.2,12.6,4
1851,4,11,52.5,40,11.4,4.4
1851,4,12,53.4,42.6,11.9,5.9
1851,4,13,52.8,40.6,11.6,4.8
1851,4,14,48.8,43.6,9.3,6.4
1851,4,15,49.4,44.4,9.7,6.9
1851,4,16,50,46.2,10,7.9
1851,4,17,50,48.6,10,9.2
1851,4,18,49.8,46,9.9,7.8
1851,4,19,NA,44.4,NA,6.9
1851,4,20,NA,47,NA,8.3
1851,4,21,NA,46.8,NA,8.2
1851,4,22,NA,47.4,NA,8.6
1851,4,23,NA,44,NA,6.7
1851,4,24,NA,43.8,NA,6.6
1851,4,25,NA,41.8,NA,5.4
1851,4,26,NA,45,NA,7.2
1851,4,27,NA,39.8,NA,4.3
1851,4,28,NA,39,NA,3.9
1851,4,29,NA,41.2,NA,5.1
1851,4,30,NA,43.2,NA,6.2
1851,5,1,NA,46,NA,7.8
1851,5,2,NA,46.6,NA,8.1
1851,5,3,NA,47.2,NA,8.4
1851,5,4,NA,40,NA,4.4
1851,5,5,NA,43.6,NA,6.4
1851,5,6,NA,45.4,NA,7.4
1851,5,7,NA,47.2,NA,8.4
1851,5,8,NA,46.4,NA,8
1851,5,9,NA,42.4,NA,5.8
1851,5,10,NA,45.4,NA,7.4
1851,5,11,NA,45.6,NA,7.6
1851,5,12,NA,47.2,NA,8.4
1851,5,13,NA,50.8,NA,10.4
1851,5,14,NA,52.2,NA,11.2
1851,5,15,NA,52,NA,11.1
1851,5,16,NA,52,NA,11.1
1851,5,17,NA,52.6,NA,11.4
1851,5,18,NA,51.4,NA,10.8
1851,5,19,NA,48.6,NA,9.2
1851,5,20,NA,49.8,NA,9.9
1851,5,21,NA,52.6,NA,11.4
1851,5,22,NA,51.4,NA,10.8
1851,5,23,NA,51.6,NA,10.9
1851,5,24,NA,52.4,NA,11.3
1851,5,25,NA,54.4,NA,12.4
1851,5,26,NA,49.8,NA,9.9
1851,5,27,NA,49.4,NA,9.7
1851,5,28,NA,49.6,NA,9.8
1851,5,29,NA,52,NA,11.1
1851,5,30,NA,51.6,NA,10.9
1851,5,31,NA,55.6,NA,13.1
1851,6,1,NA,53.4,NA,11.9
1851,6,2,NA,51.4,NA,10.8
1851,6,3,NA,53.8,NA,12.1
1851,6,4,NA,46,NA,7.8
1851,6,5,NA,47.2,NA,8.4
1851,6,6,NA,47.4,NA,8.6
1851,6,7,NA,50.4,NA,10.2
1851,6,8,NA,55,NA,12.8
1851,6,9,NA,48.8,NA,9.3
1851,6,10,NA,47.4,NA,8.6
1851,6,11,NA,41.4,NA,5.2
1851,6,12,NA,49.2,NA,9.6
1851,6,13,NA,51.2,NA,10.7
1851,6,14,NA,52.4,NA,11.3
1851,6,15,NA,53.4,NA,11.9
1851,6,16,NA,53.4,NA,11.9
1851,6,17,NA,50.6,NA,10.3
1851,6,18,NA,54.4,NA,12.4
1851,6,19,NA,55.6,NA,13.1
1851,6,20,NA,55.6,NA,13.1
1851,6,21,NA,59.6,NA,15.3
1851,6,22,NA,53,NA,11.7
1851,6,23,NA,51.8,NA,11
1851,6,24,NA,56.8,NA,13.8
1851,6,25,NA,57.4,NA,14.1
1851,6,26,NA,56.2,NA,13.4
1851,6,27,NA,61.2,NA,16.2
1851,6,28,NA,NA,NA,NA
1851,6,29,NA,65.6,NA,18.7
1851,6,30,NA,62.2,NA,16.8
1851,7,1,NA,60,NA,15.6
1851,7,2,NA,59.6,NA,15.3
1851,7,3,NA,58.6,NA,14.8
1851,7,4,NA,59,NA,15
1851,7,5,NA,58.8,NA,14.9
1851,7,6,NA,52.8,NA,11.6
1851,7,7,NA,56.8,NA,13.8
1851,7,8,NA,56.8,NA,13.8
1851,7,9,NA,56.6,NA,13.7
1851,7,10,NA,55.4,NA,13
1851,7,11,NA,53,NA,11.7
1851,7,12,NA,58.6,NA,14.8
1851,7,13,NA,60.4,NA,15.8
1851,7,14,NA,55,NA,12.8
1851,7,15,NA,55.6,NA,13.1
1851,7,16,NA,54.4,NA,12.4
1851,7,17,NA,53.4,NA,11.9
1851,7,18,NA,50.8,NA,10.4
1851,7,19,NA,53.6,NA,12
1851,7,20,NA,54.4,NA,12.4
1851,7,21,NA,53.8,NA,12.1
1851,7,22,NA,55.2,NA,12.9
1851,7,23,NA,57.6,NA,14.2
1851,7,24,NA,58.8,NA,14.9
1851,7,25,NA,58.6,NA,14.8
1851,7,26,NA,56.2,NA,13.4
1851,7,27,NA,52.8,NA,11.6
1851,7,28,NA,57.5,NA,14.2
1851,7,29,NA,56.6,NA,13.7
1851,7,30,NA,54.4,NA,12.4
1851,7,31,NA,52.2,NA,11.2
1851,8,1,NA,57.8,NA,14.3
1851,8,2,NA,54.4,NA,12.4
1851,8,3,NA,60.2,NA,15.7
1851,8,4,NA,61.2,NA,16.2
1851,8,5,NA,61.4,NA,16.3
1851,8,6,NA,61.8,NA,16.6
1851,8,7,NA,56.5,NA,13.6
1851,8,8,NA,55.4,NA,13
1851,8,9,NA,56.6,NA,13.7
1851,8,10,NA,62.2,NA,16.8
1851,8,11,NA,60.6,NA,15.9
1851,8,12,NA,60.2,NA,15.7
1851,8,13,NA,61.6,NA,16.4
1851,8,14,NA,61.5,NA,16.4
1851,8,15,NA,59.4,NA,15.2
1851,8,16,NA,59.4,NA,15.2
1851,8,17,NA,61.4,NA,16.3
1851,8,18,NA,59.5,NA,15.3
1851,8,19,NA,61.4,NA,16.3
1851,8,20,NA,62.6,NA,17
1851,8,21,NA,62.5,NA,16.9
1851,8,22,NA,62.2,NA,16.8
1851,8,23,NA,58.5,NA,14.7
1851,8,24,NA,53.6,NA,12
1851,8,25,NA,54.9,NA,12.7
1851,8,26,NA,57.6,NA,14.2
1851,8,27,NA,58,NA,14.4
1851,8,28,NA,54.6,NA,12.6
1851,8,29,NA,54.4,NA,12.4
1851,8,30,NA,53.4,NA,11.9
1851,8,31,NA,50.6,NA,10.3
1851,9,1,68.4,58.4,20.2,14.7
1851,9,2,NA,61.4,NA,16.3
1851,9,3,NA,59.8,NA,15.4
1851,9,4,65.4,59.2,18.6,15.1
1851,9,5,71,59.5,21.7,15.3
1851,9,6,69.4,60,20.8,15.6
1851,9,7,67.8,53.6,19.9,12
1851,9,8,59.2,53,15.1,11.7
1851,9,9,64,56.5,17.8,13.6
1851,9,10,66.4,55.8,19.1,13.2
1851,9,11,68.4,54.6,20.2,12.6
1851,9,12,68.2,55.4,20.1,13
1851,9,13,66.4,49,19.1,9.4
1851,9,14,63.5,50.8,17.5,10.4
1851,9,15,68.4,49.6,20.2,9.8
1851,9,16,64.6,54.5,18.1,12.5
1851,9,17,70.4,48.6,21.3,9.2
1851,9,18,63.2,54.8,17.3,12.7
1851,9,19,59.6,53.2,15.3,11.8
1851,9,20,65.7,50.6,18.7,10.3
1851,9,21,64.4,56.8,18,13.8
1851,9,22,64.5,61.6,18.1,16.4
1851,9,23,66.2,59.8,19,15.4
1851,9,24,61.6,55.5,16.4,13.1
1851,9,25,54,51.8,12.2,11
1851,9,26,51.2,48.5,10.7,9.2
1851,9,27,51.4,47.7,10.8,8.7
1851,9,28,52.6,48.4,11.4,9.1
1851,9,29,60,52.2,15.6,11.2
1851,9,30,61.4,52.2,16.3,11.2
1851,10,1,58.6,50,14.8,10
1851,10,2,55.4,49,13,9.4
1851,10,3,55.8,50.6,13.2,10.3
1851,10,4,59.6,50.2,15.3,10.1
1851,10,5,54.8,49.8,12.7,9.9
1851,10,6,56.4,49.5,13.6,9.7
1851,10,7,58.8,51,14.9,10.6
1851,10,8,57.8,50.6,14.3,10.3
1851,10,9,61,52,16.1,11.1
1851,10,10,61.6,58.2,16.4,14.6
1851,10,11,61.6,57.5,16.4,14.2
1851,10,12,61.5,47,16.4,8.3
1851,10,13,61.6,53.6,16.4,12
1851,10,14,60.4,51.6,15.8,10.9
1851,10,15,58.2,47.8,14.6,8.8
1851,10,16,51,46.2,10.6,7.9
1851,10,17,52.4,47.8,11.3,8.8
1851,10,18,58.6,50.2,14.8,10.1
1851,10,19,60.5,57.4,15.8,14.1
1851,10,20,60.8,53.5,16,11.9
1851,10,21,60.2,56.2,15.7,13.4
1851,10,22,53.8,50.4,12.1,10.2
1851,10,23,58.8,53,14.9,11.7
1851,10,24,57.4,54.5,14.1,12.5
1851,10,25,60.4,55.5,15.8,13.1
1851,10,26,49.4,41.8,9.7,5.4
1851,10,27,54.4,44.5,12.4,6.9
1851,10,28,54.2,50.3,12.3,10.2
1851,10,29,57.7,45,14.3,7.2
1851,10,30,48.4,41,9.1,5
1851,10,31,49.8,41.8,9.9,5.4
1851,11,1,50.4,43.2,10.2,6.2
1851,11,2,46.8,41.8,8.2,5.4
1851,11,3,46.7,43.2,8.2,6.2
1851,11,4,50.4,42.4,10.2,5.8
1851,11,5,49.4,35.3,9.7,1.8
1851,11,6,49.4,39.8,9.7,4.3
1851,11,7,51.8,48.2,11,9
1851,11,8,53.5,49.7,11.9,9.8
1851,11,9,54.4,49.8,12.4,9.9
1851,11,10,54,49.4,12.2,9.7
1851,11,11,52.3,48.2,11.3,9
1851,11,12,52.4,39.7,11.3,4.3
1851,11,13,49.8,40.8,9.9,4.9
1851,11,14,50.8,43,10.4,6.1
1851,11,15,53.6,48.5,12,9.2
1851,11,16,53.6,49.2,12,9.6
1851,11,17,52.4,42,11.3,5.6
1851,11,18,49.6,42.4,9.8,5.8
1851,11,19,53.2,48.5,11.8,9.2
1851,11,20,55.4,47.6,13,8.7
1851,11,21,50.8,46.8,10.4,8.2
1851,11,22,51.6,46,10.9,7.8
1851,11,23,52.8,46.4,11.6,8
1851,11,24,55.6,43.6,13.1,6.4
1851,11,25,46.8,43.2,8.2,6.2
1851,11,26,48.4,43,9.1,6.1
1851,11,27,47.2,36.4,8.4,2.4
1851,11,28,41.6,31.7,5.3,-0.2
1851,11,29,38,29.6,3.3,-1.3
1851,11,30,43.5,29.8,6.4,-1.2
1851,12,1,45.4,41.6,7.4,5.3
1851,12,2,45.2,29.6,7.3,-1.3
1851,12,3,38.6,30.4,3.7,-0.9
1851,12,4,45.5,38.2,7.5,3.4
1851,12,5,52,44.4,11.1,6.9
1851,12,6,53,48.6,11.7,9.2
1851,12,7,54.2,50.8,12.3,10.4
1851,12,8,55.4,48.5,13,9.2
1851,12,9,57.4,49,14.1,9.4
1851,12,10,57.4,52.2,14.1,11.2
1851,12,11,53.8,47.8,12.1,8.8
1851,12,12,52.8,45.6,11.6,7.6
1851,12,13,50.2,37.8,10.1,3.2
1851,12,14,46,37.8,7.8,3.2
1851,12,15,50.8,39.8,10.4,4.3
1851,12,16,53.5,50,11.9,10
1851,12,17,52,49.5,11.1,9.7
1851,12,18,53.5,50.2,11.9,10.1
1851,12,19,52,47.4,11.1,8.6
1851,12,20,55.4,49.8,13,9.9
1851,12,21,51.8,44,11,6.7
1851,12,22,49.4,43.4,9.7,6.3
1851,12,23,47.2,35,8.4,1.7
1851,12,24,50.2,43,10.1,6.1
1851,12,25,51,47.5,10.6,8.6
1851,12,26,50,46.4,10,8
1851,12,27,46.8,37.5,8.2,3.1
1851,12,28,45,35.6,7.2,2
1851,12,29,40.6,35.4,4.8,1.9
1851,12,30,42.4,38.8,5.8,3.8
1851,12,31,43,39.8,6.1,4.3
1852,1,1,NA,NA,NA,NA
1852,1,2,NA,NA,NA,NA
1852,1,3,NA,NA,NA,NA
1852,1,4,NA,NA,NA,NA
1852,1,5,NA,NA,NA,NA
1852,1,6,NA,NA,NA,NA
1852,1,7,NA,NA,NA,NA
1852,1,8,NA,NA,NA,NA
1852,1,9,NA,NA,NA,NA
1852,1,10,NA,NA,NA,NA
1852,1,11,NA,NA,NA,NA
1852,1,12,NA,NA,NA,NA
1852,1,13,NA,NA,NA,NA
1852,1,14,NA,NA,NA,NA
1852,1,15,NA,NA,NA,NA
1852,1,16,NA,NA,NA,NA
1852,1,17,NA,NA,NA,NA
1852,1,18,NA,NA,NA,NA
1852,1,19,NA,NA,NA,NA
1852,1,20,NA,NA,NA,NA
1852,1,21,NA,NA,NA,NA
1852,1,22,NA,NA,NA,NA
1852,1,23,NA,NA,NA,NA
1852,1,24,NA,NA,NA,NA
1852,1,25,NA,NA,NA,NA
1852,1,26,NA,NA,NA,NA
1852,1,27,NA,NA,NA,NA
1852,1,28,NA,NA,NA,NA
1852,1,29,NA,NA,NA,NA
1852,1,30,NA,NA,NA,NA
1852,1,31,NA,NA,NA,NA
1852,2,1,NA,NA,NA,NA
1852,2,2,NA,NA,NA,NA
1852,2,3,NA,NA,NA,NA
1852,2,4,NA,NA,NA,NA
1852,2,5,NA,NA,NA,NA
1852,2,6,NA,NA,NA,NA
1852,2,7,NA,NA,NA,NA
1852,2,8,NA,NA,NA,NA
1852,2,9,NA,NA,NA,NA
1852,2,10,NA,NA,NA,NA
1852,2,11,NA,NA,NA,NA
1852,2,12,NA,NA,NA,NA
1852,2,13,NA,NA,NA,NA
1852,2,14,NA,NA,NA,NA
1852,2,15,NA,NA,NA,NA
1852,2,16,NA,NA,NA,NA
1852,2,17,NA,NA,NA,NA
1852,2,18,NA,NA,NA,NA
1852,2,19,NA,NA,NA,NA
1852,2,20,NA,NA,NA,NA
1852,2,21,NA,NA,NA,NA
1852,2,22,NA,NA,NA,NA
1852,2,23,NA,NA,NA,NA
1852,2,24,NA,NA,NA,NA
1852,2,25,NA,NA,NA,NA
1852,2,26,NA,NA,NA,NA
1852,2,27,NA,NA,NA,NA
1852,2,28,NA,NA,NA,NA
1852,2,29,NA,NA,NA,NA
1852,3,1,NA,NA,NA,NA
1852,3,2,NA,NA,NA,NA
1852,3,3,NA,NA,NA,NA
1852,3,4,NA,NA,NA,NA
1852,3,5,NA,NA,NA,NA
1852,3,6,NA,NA,NA,NA
1852,3,7,NA,NA,NA,NA
1852,3,8,NA,NA,NA,NA
1852,3,9,NA,NA,NA,NA
1852,3,10,NA,NA,NA,NA
1852,3,11,NA,NA,NA,NA
1852,3,12,NA,NA,NA,NA
1852,3,13,NA,NA,NA,NA
1852,3,14,NA,NA,NA,NA
1852,3,15,NA,NA,NA,NA
1852,3,16,NA,NA,NA,NA
1852,3,17,NA,NA,NA,NA
1852,3,18,NA,NA,NA,NA
1852,3,19,NA,NA,NA,NA
1852,3,20,NA,NA,NA,NA
1852,3,21,NA,NA,NA,NA
1852,3,22,NA,NA,NA,NA
1852,3,23,NA,NA,NA,NA
1852,3,24,NA,NA,NA,NA
1852,3,25,NA,NA,NA,NA
1852,3,26,NA,NA,NA,NA
1852,3,27,NA,NA,NA,NA
1852,3,28,NA,NA,NA,NA
1852,3,29,NA,NA,NA,NA
1852,3,30,NA,NA,NA,NA
1852,3,31,NA,NA,NA,NA
1852,4,1,NA,NA,NA,NA
1852,4,2,NA,NA,NA,NA
1852,4,3,NA,NA,NA,NA
1852,4,4,NA,NA,NA,NA
1852,4,5,NA,NA,NA,NA
1852,4,6,NA,NA,NA,NA
1852,4,7,NA,NA,NA,NA
1852,4,8,NA,NA,NA,NA
1852,4,9,NA,NA,NA,NA
1852,4,10,NA,NA,NA,NA
1852,4,11,NA,NA,NA,NA
1852,4,12,NA,NA,NA,NA
1852,4,13,NA,NA,NA,NA
1852,4,14,NA,NA,NA,NA
1852,4,15,NA,NA,NA,NA
1852,4,16,NA,NA,NA,NA
1852,4,17,NA,NA,NA,NA
1852,4,18,NA,NA,NA,NA
1852,4,19,NA,NA,NA,NA
1852,4,20,NA,NA,NA,NA
1852,4,21,NA,NA,NA,NA
1852,4,22,NA,NA,NA,NA
1852,4,23,NA,NA,NA,NA
1852,4,24,NA,NA,NA,NA
1852,4,25,NA,NA,NA,NA
1852,4,26,NA,NA,NA,NA
1852,4,27,NA,NA,NA,NA
1852,4,28,NA,NA,NA,NA
1852,4,29,NA,NA,NA,NA
1852,4,30,NA,NA,NA,NA
1852,5,1,NA,NA,NA,NA
1852,5,2,NA,NA,NA,NA
1852,5,3,NA,NA,NA,NA
1852,5,4,NA,NA,NA,NA
1852,5,5,NA,NA,NA,NA
1852,5,6,NA,NA,NA,NA
1852,5,7,NA,NA,NA,NA
1852,5,8,NA,NA,NA,NA
1852,5,9,NA,NA,NA,NA
1852,5,10,NA,NA,NA,NA
1852,5,11,NA,NA,NA,NA
1852,5,12,NA,NA,NA,NA
1852,5,13,NA,NA,NA,NA
1852,5,14,NA,NA,NA,NA
1852,5,15,NA,NA,NA,NA
1852,5,16,NA,NA,NA,NA
1852,5,17,NA,NA,NA,NA
1852,5,18,NA,NA,NA,NA
1852,5,19,NA,NA,NA,NA
1852,5,20,NA,NA,NA,NA
1852,5,21,NA,NA,NA,NA
1852,5,22,NA,NA,NA,NA
1852,5,23,NA,NA,NA,NA
1852,5,24,NA,NA,NA,NA
1852,5,25,NA,NA,NA,NA
1852,5,26,NA,NA,NA,NA
1852,5,27,NA,NA,NA,NA
1852,5,28,NA,NA,NA,NA
1852,5,29,NA,NA,NA,NA
1852,5,30,NA,NA,NA,NA
1852,5,31,NA,NA,NA,NA
1852,6,1,NA,NA,NA,NA
1852,6,2,NA,NA,NA,NA
1852,6,3,NA,NA,NA,NA
1852,6,4,NA,NA,NA,NA
1852,6,5,NA,NA,NA,NA
1852,6,6,NA,NA,NA,NA
1852,6,7,NA,NA,NA,NA
1852,6,8,NA,NA,NA,NA
1852,6,9,NA,NA,NA,NA
1852,6,10,NA,NA,NA,NA
1852,6,11,NA,NA,NA,NA
1852,6,12,NA,NA,NA,NA
1852,6,13,NA,NA,NA,NA
1852,6,14,NA,NA,NA,NA
1852,6,15,NA,NA,NA,NA
1852,6,16,NA,NA,NA,NA
1852,6,17,NA,NA,NA,NA
1852,6,18,NA,NA,NA,NA
1852,6,19,NA,NA,NA,NA
1852,6,20,NA,NA,NA,NA
1852,6,21,NA,NA,NA,NA
1852,6,22,NA,NA,NA,NA
1852,6,23,NA,NA,NA,NA
1852,6,24,NA,NA,NA,NA
1852,6,25,NA,NA,NA,NA
1852,6,26,NA,NA,NA,NA
1852,6,27,NA,NA,NA,NA
1852,6,28,NA,NA,NA,NA
1852,6,29,NA,NA,NA,NA
1852,6,30,NA,NA,NA,NA
1852,7,1,NA,NA,NA,NA
1852,7,2,NA,NA,NA,NA
1852,7,3,NA,NA,NA,NA
1852,7,4,NA,NA,NA,NA
1852,7,5,NA,NA,NA,NA
1852,7,6,NA,NA,NA,NA
1852,7,7,NA,NA,NA,NA
1852,7,8,NA,NA,NA,NA
1852,7,9,NA,NA,NA,NA
1852,7,10,NA,NA,NA,NA
1852,7,11,NA,NA,NA,NA
1852,7,12,NA,NA,NA,NA
1852,7,13,NA,NA,NA,NA
1852,7,14,NA,NA,NA,NA
1852,7,15,NA,NA,NA,NA
1852,7,16,NA,NA,NA,NA
1852,7,17,NA,NA,NA,NA
1852,7,18,NA,NA,NA,NA
1852,7,19,NA,NA,NA,NA
1852,7,20,NA,NA,NA,NA
1852,7,21,NA,NA,NA,NA
1852,7,22,NA,NA,NA,NA
1852,7,23,NA,NA,NA,NA
1852,7,24,NA,NA,NA,NA
1852,7,25,NA,NA,NA,NA
1852,7,26,NA,NA,NA,NA
1852,7,27,NA,NA,NA,NA
1852,7,28,NA,NA,NA,NA
1852,7,29,NA,NA,NA,NA
1852,7,30,NA,NA,NA,NA
1852,7,31,NA,NA,NA,NA
1852,8,1,NA,NA,NA,NA
1852,8,2,NA,NA,NA,NA
1852,8,3,NA,NA,NA,NA
1852,8,4,NA,NA,NA,NA
1852,8,5,NA,NA,NA,NA
1852,8,6,NA,NA,NA,NA
1852,8,7,NA,NA,NA,NA
1852,8,8,NA,NA,NA,NA
1852,8,9,NA,NA,NA,NA
1852,8,10,NA,NA,NA,NA
1852,8,11,NA,NA,NA,NA
1852,8,12,NA,NA,NA,NA
1852,8,13,NA,NA,NA,NA
1852,8,14,NA,NA,NA,NA
1852,8,15,NA,NA,NA,NA
